,scientific_name,park_name,observations,category,common_names,conservation_status
9506,Cirsium canovirens,Great Smoky Mountains National Park,90,Vascular Plant,Graygreen Thistle,
9507,Cirsium canovirens,Yosemite National Park,146,Vascular Plant,Graygreen Thistle,
9508,Acer spicatum,Yellowstone National Park,263,Vascular Plant,Mountain Maple,
9509,Acer spicatum,Bryce National Park,89,Vascular Plant,Mountain Maple,
9510,Acer spicatum,Great Smoky Mountains National Park,82,Vascular Plant,Mountain Maple,
9511,Acer spicatum,Yosemite National Park,143,Vascular Plant,Mountain Maple,
9512,Hackelia virginiana,Great Smoky Mountains National Park,72,Vascular Plant,"Beggar's Lice, Virginia Stickseed",
9513,Hackelia virginiana,Yellowstone National Park,242,Vascular Plant,"Beggar's Lice, Virginia Stickseed",
9514,Hackelia virginiana,Bryce National Park,107,Vascular Plant,"Beggar's Lice, Virginia Stickseed",
9515,Hackelia virginiana,Yosemite National Park,179,Vascular Plant,"Beggar's Lice, Virginia Stickseed",
9516,Anthriscus caucalis,Yellowstone National Park,238,Vascular Plant,"Bur Chervil, Burr Chervil",
9517,Anthriscus caucalis,Bryce National Park,100,Vascular Plant,"Bur Chervil, Burr Chervil",
9518,Anthriscus caucalis,Yosemite National Park,174,Vascular Plant,"Bur Chervil, Burr Chervil",
9519,Anthriscus caucalis,Great Smoky Mountains National Park,83,Vascular Plant,"Bur Chervil, Burr Chervil",
9520,Cyanocitta cristata,Yellowstone National Park,257,Bird,Blue Jay,
9521,Cyanocitta cristata,Great Smoky Mountains National Park,105,Bird,Blue Jay,
9522,Cyanocitta cristata,Bryce National Park,97,Bird,Blue Jay,
9523,Cyanocitta cristata,Yosemite National Park,144,Bird,Blue Jay,
9524,Eriastrum sparsiflorum,Yellowstone National Park,243,Vascular Plant,"Fewflower Woolstar, Great Basin Woollystar",
9525,Eriastrum sparsiflorum,Bryce National Park,62,Vascular Plant,"Fewflower Woolstar, Great Basin Woollystar",
9526,Eriastrum sparsiflorum,Yosemite National Park,163,Vascular Plant,"Fewflower Woolstar, Great Basin Woollystar",
9527,Eriastrum sparsiflorum,Great Smoky Mountains National Park,86,Vascular Plant,"Fewflower Woolstar, Great Basin Woollystar",
9528,Galium trifidum,Yosemite National Park,141,Vascular Plant,"Small Bedstraw, Threepetal Bedstraw, Three-Petal Bedstraw",
9529,Galium trifidum,Bryce National Park,97,Vascular Plant,"Small Bedstraw, Threepetal Bedstraw, Three-Petal Bedstraw",
9530,Galium trifidum,Yellowstone National Park,228,Vascular Plant,"Small Bedstraw, Threepetal Bedstraw, Three-Petal Bedstraw",
9531,Galium trifidum,Great Smoky Mountains National Park,127,Vascular Plant,"Small Bedstraw, Threepetal Bedstraw, Three-Petal Bedstraw",
9532,Arabis laevigata,Yosemite National Park,171,Vascular Plant,Smooth Rockcress,
9533,Arabis laevigata,Yellowstone National Park,266,Vascular Plant,Smooth Rockcress,
9534,Arabis laevigata,Bryce National Park,105,Vascular Plant,Smooth Rockcress,
9535,Arabis laevigata,Great Smoky Mountains National Park,50,Vascular Plant,Smooth Rockcress,
9536,Solanum ptychanthum,Yosemite National Park,132,Vascular Plant,Nightshade,
9537,Solanum ptychanthum,Bryce National Park,92,Vascular Plant,Nightshade,
9538,Solanum ptychanthum,Yellowstone National Park,243,Vascular Plant,Nightshade,
9539,Solanum ptychanthum,Great Smoky Mountains National Park,89,Vascular Plant,Nightshade,
9540,Sorbus californica,Yosemite National Park,167,Vascular Plant,California Mountain-Ash,
9541,Sorbus californica,Bryce National Park,81,Vascular Plant,California Mountain-Ash,
9542,Sorbus californica,Great Smoky Mountains National Park,67,Vascular Plant,California Mountain-Ash,
9543,Sorbus californica,Yellowstone National Park,261,Vascular Plant,California Mountain-Ash,
9544,Oenothera laciniata,Yellowstone National Park,249,Vascular Plant,"Cut-Leaved Evening Primrose, Cut-Leaved Evening-Primrose",
9545,Oenothera laciniata,Bryce National Park,85,Vascular Plant,"Cut-Leaved Evening Primrose, Cut-Leaved Evening-Primrose",
9546,Oenothera laciniata,Great Smoky Mountains National Park,47,Vascular Plant,"Cut-Leaved Evening Primrose, Cut-Leaved Evening-Primrose",
9547,Oenothera laciniata,Yosemite National Park,141,Vascular Plant,"Cut-Leaved Evening Primrose, Cut-Leaved Evening-Primrose",
9548,Alopecurus pratensis,Yellowstone National Park,270,Vascular Plant,"Field Meadow-Foxtail, Meadow Foxtail",
9549,Alopecurus pratensis,Bryce National Park,130,Vascular Plant,"Field Meadow-Foxtail, Meadow Foxtail",
9550,Alopecurus pratensis,Yosemite National Park,149,Vascular Plant,"Field Meadow-Foxtail, Meadow Foxtail",
9551,Alopecurus pratensis,Great Smoky Mountains National Park,45,Vascular Plant,"Field Meadow-Foxtail, Meadow Foxtail",
9552,Botrychium simplex,Great Smoky Mountains National Park,85,Vascular Plant,Least Moonwort,
9553,Botrychium simplex,Great Smoky Mountains National Park,85,Vascular Plant,"Least Moonwort, Little Grapefern",
9554,Botrychium simplex,Yosemite National Park,134,Vascular Plant,Least Moonwort,
9555,Botrychium simplex,Yosemite National Park,134,Vascular Plant,"Least Moonwort, Little Grapefern",
9556,Botrychium simplex,Bryce National Park,91,Vascular Plant,Least Moonwort,
9557,Botrychium simplex,Bryce National Park,91,Vascular Plant,"Least Moonwort, Little Grapefern",
9558,Botrychium simplex,Yellowstone National Park,275,Vascular Plant,Least Moonwort,
9559,Botrychium simplex,Yellowstone National Park,275,Vascular Plant,"Least Moonwort, Little Grapefern",
9560,Botrychium simplex,Great Smoky Mountains National Park,66,Vascular Plant,Least Moonwort,
9561,Botrychium simplex,Great Smoky Mountains National Park,66,Vascular Plant,"Least Moonwort, Little Grapefern",
9562,Botrychium simplex,Yosemite National Park,146,Vascular Plant,Least Moonwort,
9563,Botrychium simplex,Yosemite National Park,146,Vascular Plant,"Least Moonwort, Little Grapefern",
9564,Botrychium simplex,Bryce National Park,136,Vascular Plant,Least Moonwort,
9565,Botrychium simplex,Bryce National Park,136,Vascular Plant,"Least Moonwort, Little Grapefern",
9566,Botrychium simplex,Yellowstone National Park,241,Vascular Plant,Least Moonwort,
9567,Botrychium simplex,Yellowstone National Park,241,Vascular Plant,"Least Moonwort, Little Grapefern",
9568,Asclepias incarnata ssp. incarnata,Great Smoky Mountains National Park,81,Vascular Plant,Swamp Milkweed,
9569,Asclepias incarnata ssp. incarnata,Bryce National Park,111,Vascular Plant,Swamp Milkweed,
9570,Asclepias incarnata ssp. incarnata,Yellowstone National Park,232,Vascular Plant,Swamp Milkweed,
9571,Asclepias incarnata ssp. incarnata,Yosemite National Park,155,Vascular Plant,Swamp Milkweed,
9572,Prenanthes roanensis,Bryce National Park,118,Vascular Plant,"Roan Rattlesnakeroot, Roan's Rattlesnakeroot",
9573,Prenanthes roanensis,Yosemite National Park,169,Vascular Plant,"Roan Rattlesnakeroot, Roan's Rattlesnakeroot",
9574,Prenanthes roanensis,Yellowstone National Park,275,Vascular Plant,"Roan Rattlesnakeroot, Roan's Rattlesnakeroot",
9575,Prenanthes roanensis,Great Smoky Mountains National Park,34,Vascular Plant,"Roan Rattlesnakeroot, Roan's Rattlesnakeroot",
9576,Cratoneuron filicinum,Yosemite National Park,132,Nonvascular Plant,Cratoneuron Moss,
9577,Cratoneuron filicinum,Bryce National Park,96,Nonvascular Plant,Cratoneuron Moss,
9578,Cratoneuron filicinum,Great Smoky Mountains National Park,51,Nonvascular Plant,Cratoneuron Moss,
9579,Cratoneuron filicinum,Yellowstone National Park,265,Nonvascular Plant,Cratoneuron Moss,
9580,Phalaropus fulicarius,Yellowstone National Park,245,Bird,Red Phalarope,
9581,Phalaropus fulicarius,Bryce National Park,87,Bird,Red Phalarope,
9582,Phalaropus fulicarius,Yosemite National Park,131,Bird,Red Phalarope,
9583,Phalaropus fulicarius,Great Smoky Mountains National Park,36,Bird,Red Phalarope,
9584,Potamogeton epihydrus,Bryce National Park,112,Vascular Plant,"Nuttall Pondweed, Ribbonleaf Pondweed",
9585,Potamogeton epihydrus,Bryce National Park,112,Vascular Plant,Ribbonleaf Pondweed,
9586,Potamogeton epihydrus,Yosemite National Park,131,Vascular Plant,"Nuttall Pondweed, Ribbonleaf Pondweed",
9587,Potamogeton epihydrus,Yosemite National Park,131,Vascular Plant,Ribbonleaf Pondweed,
9588,Potamogeton epihydrus,Yellowstone National Park,274,Vascular Plant,"Nuttall Pondweed, Ribbonleaf Pondweed",
9589,Potamogeton epihydrus,Yellowstone National Park,274,Vascular Plant,Ribbonleaf Pondweed,
9590,Potamogeton epihydrus,Bryce National Park,102,Vascular Plant,"Nuttall Pondweed, Ribbonleaf Pondweed",
9591,Potamogeton epihydrus,Bryce National Park,102,Vascular Plant,Ribbonleaf Pondweed,
9592,Potamogeton epihydrus,Yellowstone National Park,253,Vascular Plant,"Nuttall Pondweed, Ribbonleaf Pondweed",
9593,Potamogeton epihydrus,Yellowstone National Park,253,Vascular Plant,Ribbonleaf Pondweed,
9594,Potamogeton epihydrus,Great Smoky Mountains National Park,70,Vascular Plant,"Nuttall Pondweed, Ribbonleaf Pondweed",
9595,Potamogeton epihydrus,Great Smoky Mountains National Park,70,Vascular Plant,Ribbonleaf Pondweed,
9596,Potamogeton epihydrus,Yosemite National Park,157,Vascular Plant,"Nuttall Pondweed, Ribbonleaf Pondweed",
9597,Potamogeton epihydrus,Yosemite National Park,157,Vascular Plant,Ribbonleaf Pondweed,
9598,Potamogeton epihydrus,Great Smoky Mountains National Park,105,Vascular Plant,"Nuttall Pondweed, Ribbonleaf Pondweed",
9599,Potamogeton epihydrus,Great Smoky Mountains National Park,105,Vascular Plant,Ribbonleaf Pondweed,
9600,Ambystoma talpoideum,Great Smoky Mountains National Park,82,Amphibian,Mole Salamander,
9601,Ambystoma talpoideum,Yosemite National Park,105,Amphibian,Mole Salamander,
9602,Ambystoma talpoideum,Yellowstone National Park,254,Amphibian,Mole Salamander,
9603,Ambystoma talpoideum,Bryce National Park,105,Amphibian,Mole Salamander,
9604,Delphinium bicolor ssp. bicolor,Great Smoky Mountains National Park,75,Vascular Plant,Little Larkspur,
9605,Delphinium bicolor ssp. bicolor,Bryce National Park,91,Vascular Plant,Little Larkspur,
9606,Delphinium bicolor ssp. bicolor,Yosemite National Park,128,Vascular Plant,Little Larkspur,
9607,Delphinium bicolor ssp. bicolor,Yellowstone National Park,230,Vascular Plant,Little Larkspur,
9608,Sturnella neglecta,Yosemite National Park,140,Bird,Western Meadowlark,
9609,Sturnella neglecta,Yellowstone National Park,235,Bird,Western Meadowlark,
9610,Sturnella neglecta,Great Smoky Mountains National Park,108,Bird,Western Meadowlark,
9611,Sturnella neglecta,Bryce National Park,97,Bird,Western Meadowlark,
9612,Lobelia inflata,Yosemite National Park,131,Vascular Plant,"Indian Tabacco, Indian-Tobacco",
9613,Lobelia inflata,Bryce National Park,102,Vascular Plant,"Indian Tabacco, Indian-Tobacco",
9614,Lobelia inflata,Yellowstone National Park,245,Vascular Plant,"Indian Tabacco, Indian-Tobacco",
9615,Lobelia inflata,Great Smoky Mountains National Park,48,Vascular Plant,"Indian Tabacco, Indian-Tobacco",
9616,Passerina amoena,Bryce National Park,96,Bird,Lazuli Bunting,
9617,Passerina amoena,Yellowstone National Park,247,Bird,Lazuli Bunting,
9618,Passerina amoena,Great Smoky Mountains National Park,41,Bird,Lazuli Bunting,
9619,Passerina amoena,Yosemite National Park,157,Bird,Lazuli Bunting,
9620,Shortia galacifolia,Yellowstone National Park,214,Vascular Plant,Oconee Bells,Species of Concern
9621,Shortia galacifolia,Great Smoky Mountains National Park,73,Vascular Plant,Oconee Bells,Species of Concern
9622,Shortia galacifolia,Bryce National Park,111,Vascular Plant,Oconee Bells,Species of Concern
9623,Shortia galacifolia,Yosemite National Park,147,Vascular Plant,Oconee Bells,Species of Concern
9624,Claytonia perfoliata ssp. perfoliata,Yosemite National Park,156,Vascular Plant,Miner's Lettuce,
9625,Claytonia perfoliata ssp. perfoliata,Yellowstone National Park,285,Vascular Plant,Miner's Lettuce,
9626,Claytonia perfoliata ssp. perfoliata,Great Smoky Mountains National Park,70,Vascular Plant,Miner's Lettuce,
9627,Claytonia perfoliata ssp. perfoliata,Bryce National Park,95,Vascular Plant,Miner's Lettuce,
9628,Ranunculus repens,Yosemite National Park,151,Vascular Plant,"Creeping Buttercup, Creeping Butter-Cup",
9629,Ranunculus repens,Yosemite National Park,151,Vascular Plant,Creeping Buttercup,
9630,Ranunculus repens,Bryce National Park,76,Vascular Plant,"Creeping Buttercup, Creeping Butter-Cup",
9631,Ranunculus repens,Bryce National Park,76,Vascular Plant,Creeping Buttercup,
9632,Ranunculus repens,Yellowstone National Park,254,Vascular Plant,"Creeping Buttercup, Creeping Butter-Cup",
9633,Ranunculus repens,Yellowstone National Park,254,Vascular Plant,Creeping Buttercup,
9634,Ranunculus repens,Yosemite National Park,131,Vascular Plant,"Creeping Buttercup, Creeping Butter-Cup",
9635,Ranunculus repens,Yosemite National Park,131,Vascular Plant,Creeping Buttercup,
9636,Ranunculus repens,Yellowstone National Park,222,Vascular Plant,"Creeping Buttercup, Creeping Butter-Cup",
9637,Ranunculus repens,Yellowstone National Park,222,Vascular Plant,Creeping Buttercup,
9638,Ranunculus repens,Great Smoky Mountains National Park,91,Vascular Plant,"Creeping Buttercup, Creeping Butter-Cup",
9639,Ranunculus repens,Great Smoky Mountains National Park,91,Vascular Plant,Creeping Buttercup,
9640,Ranunculus repens,Great Smoky Mountains National Park,74,Vascular Plant,"Creeping Buttercup, Creeping Butter-Cup",
9641,Ranunculus repens,Great Smoky Mountains National Park,74,Vascular Plant,Creeping Buttercup,
9642,Ranunculus repens,Bryce National Park,55,Vascular Plant,"Creeping Buttercup, Creeping Butter-Cup",
9643,Ranunculus repens,Bryce National Park,55,Vascular Plant,Creeping Buttercup,
9644,Carex specifica,Yosemite National Park,155,Vascular Plant,Narrowfruit Sedge,
9645,Carex specifica,Great Smoky Mountains National Park,69,Vascular Plant,Narrowfruit Sedge,
9646,Carex specifica,Yellowstone National Park,275,Vascular Plant,Narrowfruit Sedge,
9647,Carex specifica,Bryce National Park,78,Vascular Plant,Narrowfruit Sedge,
9648,Antennaria luzuloides,Great Smoky Mountains National Park,51,Vascular Plant,Rush Pussytoes,
9649,Antennaria luzuloides,Bryce National Park,104,Vascular Plant,Rush Pussytoes,
9650,Antennaria luzuloides,Yosemite National Park,173,Vascular Plant,Rush Pussytoes,
9651,Antennaria luzuloides,Yellowstone National Park,252,Vascular Plant,Rush Pussytoes,
9652,Lupinus covillei,Yellowstone National Park,282,Vascular Plant,Shaggy Lupine,
9653,Lupinus covillei,Great Smoky Mountains National Park,82,Vascular Plant,Shaggy Lupine,
9654,Lupinus covillei,Yosemite National Park,131,Vascular Plant,Shaggy Lupine,
9655,Lupinus covillei,Bryce National Park,106,Vascular Plant,Shaggy Lupine,
9656,Eleocharis,Yosemite National Park,191,Vascular Plant,"Spikerush, Spikesedge",
9657,Eleocharis,Great Smoky Mountains National Park,58,Vascular Plant,"Spikerush, Spikesedge",
9658,Eleocharis,Bryce National Park,105,Vascular Plant,"Spikerush, Spikesedge",
9659,Eleocharis,Yellowstone National Park,212,Vascular Plant,"Spikerush, Spikesedge",
9660,Thaspium trifoliatum,Great Smoky Mountains National Park,26,Vascular Plant,Purple Meadowparsnip,
9661,Thaspium trifoliatum,Yellowstone National Park,269,Vascular Plant,Purple Meadowparsnip,
9662,Thaspium trifoliatum,Bryce National Park,65,Vascular Plant,Purple Meadowparsnip,
9663,Thaspium trifoliatum,Yosemite National Park,137,Vascular Plant,Purple Meadowparsnip,
9664,Linanthus dichotomus,Yellowstone National Park,268,Vascular Plant,"Evening Snow, Eveningsnow",
9665,Linanthus dichotomus,Yosemite National Park,127,Vascular Plant,"Evening Snow, Eveningsnow",
9666,Linanthus dichotomus,Great Smoky Mountains National Park,82,Vascular Plant,"Evening Snow, Eveningsnow",
9667,Linanthus dichotomus,Bryce National Park,109,Vascular Plant,"Evening Snow, Eveningsnow",
9668,Calypte anna,Great Smoky Mountains National Park,79,Bird,Anna's Hummingbird,
9669,Calypte anna,Yellowstone National Park,221,Bird,Anna's Hummingbird,
9670,Calypte anna,Bryce National Park,115,Bird,Anna's Hummingbird,
9671,Calypte anna,Yosemite National Park,175,Bird,Anna's Hummingbird,
9672,Sida spinosa,Yellowstone National Park,275,Vascular Plant,Prickly Mallow,
9673,Sida spinosa,Yosemite National Park,153,Vascular Plant,Prickly Mallow,
9674,Sida spinosa,Great Smoky Mountains National Park,41,Vascular Plant,Prickly Mallow,
9675,Sida spinosa,Bryce National Park,84,Vascular Plant,Prickly Mallow,
9676,Triteleia laxa,Great Smoky Mountains National Park,44,Vascular Plant,Ithuriel's Spear,
9677,Triteleia laxa,Bryce National Park,120,Vascular Plant,Ithuriel's Spear,
9678,Triteleia laxa,Yosemite National Park,126,Vascular Plant,Ithuriel's Spear,
9679,Triteleia laxa,Yellowstone National Park,290,Vascular Plant,Ithuriel's Spear,
9680,Cephalozia catenulata,Bryce National Park,118,Nonvascular Plant,Cephalozia,
9681,Cephalozia catenulata,Yosemite National Park,169,Nonvascular Plant,Cephalozia,
9682,Cephalozia catenulata,Yellowstone National Park,238,Nonvascular Plant,Cephalozia,
9683,Cephalozia catenulata,Great Smoky Mountains National Park,103,Nonvascular Plant,Cephalozia,
9684,Populus X jackii,Yellowstone National Park,246,Vascular Plant,Jack's Poplar,
9685,Populus X jackii,Great Smoky Mountains National Park,86,Vascular Plant,Jack's Poplar,
9686,Populus X jackii,Yosemite National Park,159,Vascular Plant,Jack's Poplar,
9687,Populus X jackii,Bryce National Park,77,Vascular Plant,Jack's Poplar,
9688,Nuphar polysepala,Great Smoky Mountains National Park,58,Vascular Plant,Rocky Mountain Pond-Lily,
9689,Nuphar polysepala,Yosemite National Park,161,Vascular Plant,Rocky Mountain Pond-Lily,
9690,Nuphar polysepala,Bryce National Park,96,Vascular Plant,Rocky Mountain Pond-Lily,
9691,Nuphar polysepala,Yellowstone National Park,249,Vascular Plant,Rocky Mountain Pond-Lily,
9692,Quercus lobata,Bryce National Park,97,Vascular Plant,"California White Oak, Valley Oak",
9693,Quercus lobata,Yosemite National Park,134,Vascular Plant,"California White Oak, Valley Oak",
9694,Quercus lobata,Yellowstone National Park,227,Vascular Plant,"California White Oak, Valley Oak",
9695,Quercus lobata,Great Smoky Mountains National Park,70,Vascular Plant,"California White Oak, Valley Oak",
9696,Scutellaria incana var. incana,Great Smoky Mountains National Park,64,Vascular Plant,Hoary Skullcap,
9697,Scutellaria incana var. incana,Bryce National Park,90,Vascular Plant,Hoary Skullcap,
9698,Scutellaria incana var. incana,Yellowstone National Park,254,Vascular Plant,Hoary Skullcap,
9699,Scutellaria incana var. incana,Yosemite National Park,144,Vascular Plant,Hoary Skullcap,
9700,Ambrosia artemisiifolia,Bryce National Park,63,Vascular Plant,"Annual Ragweed, Common Ragweed",
9701,Ambrosia artemisiifolia,Bryce National Park,63,Vascular Plant,"Annual Ragweed, Common Ragweed, Low Ragweed, Ragweed, Roman Wormwood, Short Ragweed, Small Ragweed",
9702,Ambrosia artemisiifolia,Great Smoky Mountains National Park,47,Vascular Plant,"Annual Ragweed, Common Ragweed",
9703,Ambrosia artemisiifolia,Great Smoky Mountains National Park,47,Vascular Plant,"Annual Ragweed, Common Ragweed, Low Ragweed, Ragweed, Roman Wormwood, Short Ragweed, Small Ragweed",
9704,Ambrosia artemisiifolia,Great Smoky Mountains National Park,92,Vascular Plant,"Annual Ragweed, Common Ragweed",
9705,Ambrosia artemisiifolia,Great Smoky Mountains National Park,92,Vascular Plant,"Annual Ragweed, Common Ragweed, Low Ragweed, Ragweed, Roman Wormwood, Short Ragweed, Small Ragweed",
9706,Ambrosia artemisiifolia,Yosemite National Park,142,Vascular Plant,"Annual Ragweed, Common Ragweed",
9707,Ambrosia artemisiifolia,Yosemite National Park,142,Vascular Plant,"Annual Ragweed, Common Ragweed, Low Ragweed, Ragweed, Roman Wormwood, Short Ragweed, Small Ragweed",
9708,Ambrosia artemisiifolia,Yellowstone National Park,243,Vascular Plant,"Annual Ragweed, Common Ragweed",
9709,Ambrosia artemisiifolia,Yellowstone National Park,243,Vascular Plant,"Annual Ragweed, Common Ragweed, Low Ragweed, Ragweed, Roman Wormwood, Short Ragweed, Small Ragweed",
9710,Ambrosia artemisiifolia,Yosemite National Park,139,Vascular Plant,"Annual Ragweed, Common Ragweed",
9711,Ambrosia artemisiifolia,Yosemite National Park,139,Vascular Plant,"Annual Ragweed, Common Ragweed, Low Ragweed, Ragweed, Roman Wormwood, Short Ragweed, Small Ragweed",
9712,Ambrosia artemisiifolia,Yellowstone National Park,199,Vascular Plant,"Annual Ragweed, Common Ragweed",
9713,Ambrosia artemisiifolia,Yellowstone National Park,199,Vascular Plant,"Annual Ragweed, Common Ragweed, Low Ragweed, Ragweed, Roman Wormwood, Short Ragweed, Small Ragweed",
9714,Ambrosia artemisiifolia,Bryce National Park,66,Vascular Plant,"Annual Ragweed, Common Ragweed",
9715,Ambrosia artemisiifolia,Bryce National Park,66,Vascular Plant,"Annual Ragweed, Common Ragweed, Low Ragweed, Ragweed, Roman Wormwood, Short Ragweed, Small Ragweed",
9716,Crassula solierii,Bryce National Park,86,Vascular Plant,Smoothseed Pygmyweed,
9717,Crassula solierii,Great Smoky Mountains National Park,63,Vascular Plant,Smoothseed Pygmyweed,
9718,Crassula solierii,Yellowstone National Park,249,Vascular Plant,Smoothseed Pygmyweed,
9719,Crassula solierii,Yosemite National Park,159,Vascular Plant,Smoothseed Pygmyweed,
9720,Eleocharis tenuis var. verrucosa,Yellowstone National Park,291,Vascular Plant,Slender Spikerush,
9721,Eleocharis tenuis var. verrucosa,Yosemite National Park,143,Vascular Plant,Slender Spikerush,
9722,Eleocharis tenuis var. verrucosa,Bryce National Park,108,Vascular Plant,Slender Spikerush,
9723,Eleocharis tenuis var. verrucosa,Great Smoky Mountains National Park,61,Vascular Plant,Slender Spikerush,
9724,Elaphe obsoleta obsoleta,Bryce National Park,102,Reptile,Black Rat Snake,
9725,Elaphe obsoleta obsoleta,Great Smoky Mountains National Park,75,Reptile,Black Rat Snake,
9726,Elaphe obsoleta obsoleta,Yellowstone National Park,232,Reptile,Black Rat Snake,
9727,Elaphe obsoleta obsoleta,Yosemite National Park,142,Reptile,Black Rat Snake,
9728,Viola missouriensis,Yellowstone National Park,232,Vascular Plant,Missouri Violet,
9729,Viola missouriensis,Great Smoky Mountains National Park,99,Vascular Plant,Missouri Violet,
9730,Viola missouriensis,Yosemite National Park,162,Vascular Plant,Missouri Violet,
9731,Viola missouriensis,Bryce National Park,133,Vascular Plant,Missouri Violet,
9732,Carex communis var. communis,Yosemite National Park,157,Vascular Plant,Fibrousroot Sedge,
9733,Carex communis var. communis,Bryce National Park,105,Vascular Plant,Fibrousroot Sedge,
9734,Carex communis var. communis,Yellowstone National Park,263,Vascular Plant,Fibrousroot Sedge,
9735,Carex communis var. communis,Great Smoky Mountains National Park,34,Vascular Plant,Fibrousroot Sedge,
9736,Contopus borealis,Yellowstone National Park,212,Bird,Olive-Sided Flycatcher,
9737,Contopus borealis,Great Smoky Mountains National Park,80,Bird,Olive-Sided Flycatcher,
9738,Contopus borealis,Yosemite National Park,128,Bird,Olive-Sided Flycatcher,
9739,Contopus borealis,Bryce National Park,80,Bird,Olive-Sided Flycatcher,
9740,Galinsoga quadriradiata,Bryce National Park,93,Vascular Plant,"Fringed Quickweed, Peruvian Daisy",
9741,Galinsoga quadriradiata,Yosemite National Park,153,Vascular Plant,"Fringed Quickweed, Peruvian Daisy",
9742,Galinsoga quadriradiata,Yellowstone National Park,242,Vascular Plant,"Fringed Quickweed, Peruvian Daisy",
9743,Galinsoga quadriradiata,Great Smoky Mountains National Park,96,Vascular Plant,"Fringed Quickweed, Peruvian Daisy",
9744,Lycopodium annotinum,Yosemite National Park,152,Vascular Plant,Stiff Clubmoss,
9745,Lycopodium annotinum,Yosemite National Park,152,Vascular Plant,"Clubmoss, Stiff Club Moss, Stiff Clubmoss",
9746,Lycopodium annotinum,Yosemite National Park,148,Vascular Plant,Stiff Clubmoss,
9747,Lycopodium annotinum,Yosemite National Park,148,Vascular Plant,"Clubmoss, Stiff Club Moss, Stiff Clubmoss",
9748,Lycopodium annotinum,Great Smoky Mountains National Park,26,Vascular Plant,Stiff Clubmoss,
9749,Lycopodium annotinum,Great Smoky Mountains National Park,26,Vascular Plant,"Clubmoss, Stiff Club Moss, Stiff Clubmoss",
9750,Lycopodium annotinum,Great Smoky Mountains National Park,76,Vascular Plant,Stiff Clubmoss,
9751,Lycopodium annotinum,Great Smoky Mountains National Park,76,Vascular Plant,"Clubmoss, Stiff Club Moss, Stiff Clubmoss",
9752,Lycopodium annotinum,Yellowstone National Park,255,Vascular Plant,Stiff Clubmoss,
9753,Lycopodium annotinum,Yellowstone National Park,255,Vascular Plant,"Clubmoss, Stiff Club Moss, Stiff Clubmoss",
9754,Lycopodium annotinum,Bryce National Park,60,Vascular Plant,Stiff Clubmoss,
9755,Lycopodium annotinum,Bryce National Park,60,Vascular Plant,"Clubmoss, Stiff Club Moss, Stiff Clubmoss",
9756,Lycopodium annotinum,Bryce National Park,99,Vascular Plant,Stiff Clubmoss,
9757,Lycopodium annotinum,Bryce National Park,99,Vascular Plant,"Clubmoss, Stiff Club Moss, Stiff Clubmoss",
9758,Lycopodium annotinum,Yellowstone National Park,248,Vascular Plant,Stiff Clubmoss,
9759,Lycopodium annotinum,Yellowstone National Park,248,Vascular Plant,"Clubmoss, Stiff Club Moss, Stiff Clubmoss",
9760,Oenothera fruticosa ssp. fruticosa,Bryce National Park,89,Vascular Plant,Sundrops,
9761,Oenothera fruticosa ssp. fruticosa,Great Smoky Mountains National Park,47,Vascular Plant,Sundrops,
9762,Oenothera fruticosa ssp. fruticosa,Yellowstone National Park,254,Vascular Plant,Sundrops,
9763,Oenothera fruticosa ssp. fruticosa,Yosemite National Park,151,Vascular Plant,Sundrops,
9764,Potamogeton diversifolius,Yellowstone National Park,255,Vascular Plant,Waterthread Pondweed,
9765,Potamogeton diversifolius,Bryce National Park,119,Vascular Plant,Waterthread Pondweed,
9766,Potamogeton diversifolius,Yosemite National Park,119,Vascular Plant,Waterthread Pondweed,
9767,Potamogeton diversifolius,Great Smoky Mountains National Park,73,Vascular Plant,Waterthread Pondweed,
9768,Arctoa fulvella,Yellowstone National Park,246,Nonvascular Plant,Arctoa Moss,
9769,Arctoa fulvella,Great Smoky Mountains National Park,62,Nonvascular Plant,Arctoa Moss,
9770,Arctoa fulvella,Yosemite National Park,142,Nonvascular Plant,Arctoa Moss,
9771,Arctoa fulvella,Bryce National Park,131,Nonvascular Plant,Arctoa Moss,
9772,Muhlenbergia capillaris,Yellowstone National Park,280,Vascular Plant,Hairawn Muhly,
9773,Muhlenbergia capillaris,Yosemite National Park,171,Vascular Plant,Hairawn Muhly,
9774,Muhlenbergia capillaris,Bryce National Park,113,Vascular Plant,Hairawn Muhly,
9775,Muhlenbergia capillaris,Great Smoky Mountains National Park,106,Vascular Plant,Hairawn Muhly,
9776,Bryhnia novae-angliae,Great Smoky Mountains National Park,76,Nonvascular Plant,New England Bryhnia Moss,
9777,Bryhnia novae-angliae,Yosemite National Park,170,Nonvascular Plant,New England Bryhnia Moss,
9778,Bryhnia novae-angliae,Yellowstone National Park,237,Nonvascular Plant,New England Bryhnia Moss,
9779,Bryhnia novae-angliae,Bryce National Park,87,Nonvascular Plant,New England Bryhnia Moss,
9780,Strix nebulosa,Yosemite National Park,160,Bird,"Great Gray Owl, Great Grey Owl",
9781,Strix nebulosa,Yosemite National Park,160,Bird,Great Gray Owl,
9782,Strix nebulosa,Yellowstone National Park,244,Bird,"Great Gray Owl, Great Grey Owl",
